ticket,campaign_id,leg_role,direction,entry_time,exit_time,entry_regime,frozen_owner_exit_profile,exit_authority,exit_reason,volume,entry_price,original_structural_sl,original_1r_distance,original_risk_usd,realized_profit_usd,realized_r,peak_r_while_open,mae_r,owner_floor_armed_true_false,owner_first_trigger_time,owner_first_floor_r,owner_adaptive_trigger_time,owner_max_required_floor_r,expected_min_exit_r,actual_exit_r,floor_violation_true_false,floor_violation_r_amount,floor_violation_usd_amount,broker_sl_modify_attempted,broker_sl_modify_success,broker_sl_modify_failed_reason,emergency_floor_breach_close_attempted,emergency_floor_breach_close_success,lower_exit_attempt_rejected_true_false,lower_exit_attempt_authority,tracking_state_present_at_exit,r_exit_state_present_at_exit,campaign_state_present_at_exit,basket_state_present_at_exit,audit_scope_note
2,CAMP-1,CORE,BUY,2026.04.20 02:03:00,2026.04.20 02:43:13,TREND_UP,TREND_UP,BROKER_SL,BROKER_SL,0.36,4778.88,4751.49159,27.38841,985.98,-1064.16,-1.079289,0.001826,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.40,,,,-1.079289,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
4,CAMP-2,CORE,BUY,2026.04.20 04:33:30,2026.04.20 16:33:00,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.14,4809.61,4747.40024,62.20976,870.94,126.98,0.145797,0.268125,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,0.145797,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
6,CAMP-3,CORE,SELL,2026.04.20 17:03:30,2026.04.20 17:12:43,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,SL_MOD:PRIMARY_EXIT_FLOOR,0.55,4814.04,4830.49346,16.45346,904.94,271.7,0.30024,0.4066,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,DATA_UNAVAILABLE,0.30,,0.3,0.3,0.30024,false,0.0,0.0,true,true,NONE_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
8,CAMP-4,CORE,BUY,2026.04.22 01:33:00,2026.04.22 02:19:52,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.14,4718.94,4655.77847,63.16153,884.26,172.06,0.194581,0.222762,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.04.22 02:19:16,0.30,,0.3,,0.194581,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
9,CAMP-4,PYRAMID,BUY,2026.04.22 02:18:26,2026.04.22 02:19:52,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.49,4729.33,4710.60829,18.72171,917.36,93.1,0.101487,0.196563,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.04.22 02:19:16,0.30,,0.3,,0.101487,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
12,CAMP-5,CORE,BUY,2026.04.22 02:33:30,2026.04.22 03:04:37,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,SL_MOD:PRIMARY_EXIT_FLOOR,0.42,4732.76,4710.03119,22.72881,954.61,435.96,0.456689,0.556123,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,2026.04.22 03:01:14,0.30,2026.04.22 03:01:52,0.513,0.389286,0.456689,false,0.0,0.0,true,true,NONE_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
13,CAMP-5,PYRAMID,BUY,2026.04.22 03:01:13,2026.04.22 03:04:37,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.53,4742.21,4724.38614,17.82386,944.67,49.29,0.052177,0.178973,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.04.22 03:01:14,0.30,2026.04.22 03:01:52,0.513,,0.052177,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
16,CAMP-6,CORE,BUY,2026.04.22 03:33:00,2026.04.22 04:31:52,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.45,4746.45,4724.46296,21.98704,989.41,110.7,0.111884,0.168281,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.04.22 04:31:41,0.30,,0.3,,0.111884,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
17,CAMP-6,PYRAMID,BUY,2026.04.22 04:24:53,2026.04.22 04:31:52,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.73,4746.41,4732.67904,13.73096,1002.36,182.5,0.18207,0.272376,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.04.22 04:31:41,0.30,,0.3,,0.18207,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
20,CAMP-7,CORE,SELL,2026.04.22 08:03:00,2026.04.22 08:16:15,TREND_DN,GENERAL,BROKER_SL,BROKER_SL,1.18,4752.96,4761.71049,8.75049,1032.56,-1043.12,-1.010228,0.063996,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,-1.010228,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
22,CAMP-8,CORE,SELL,2026.04.22 10:33:00,2026.04.22 10:47:00,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.95,4765.14,4774.86969,9.72969,924.32,189.05,0.204528,0.372057,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,0.204528,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
24,CAMP-9,CORE,SELL,2026.04.22 11:03:30,2026.04.22 11:32:05,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.58,4759.53,4775.78571,16.25571,942.83,172.26,0.182705,0.340804,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,0.182705,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
26,CAMP-10,CORE,SELL,2026.04.22 11:33:30,2026.04.22 13:03:51,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,SL_MOD:PRIMARY_EXIT_FLOOR,0.86,4753.64,4764.80399,11.16399,960.1,270.9,0.282157,0.488176,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,DATA_UNAVAILABLE,0.30,,0.3,0.3,0.282157,true,0.017843,17.13,true,true,NONE_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
28,CAMP-11,CORE,SELL,2026.04.22 13:33:30,2026.04.22 14:42:18,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,R_PROFIT_GUARANTEE_FLOOR_BREACH,1.16,4756.19,4764.75834,8.56834,993.92,437.32,0.439994,0.667577,-0.564,true,DATA_UNAVAILABLE,0.30,,0.46730389999999994,0.467304,0.439994,true,0.02731,27.14,true,true,NONE_LOGGED,true,true,false,NONE_LOGGED,true,true,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
30,CAMP-12,CORE,SELL,2026.04.22 19:03:00,2026.04.22 21:48:04,TREND_DN,GENERAL,BROKER_SL,BROKER_SL,0.64,4728.09,4744.12444,16.03444,1026.2,-1025.92,-0.999726,0.256948,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,-0.999726,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
32,CAMP-13,CORE,SELL,2026.04.23 16:33:25,2026.04.23 16:35:20,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.57,4731.01,4747.25963,16.24963,926.23,186.39,0.201236,0.36924,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,0.201236,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
34,CAMP-14,CORE,SELL,2026.04.23 19:03:00,2026.04.23 20:10:56,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,SL_MOD:PRIMARY_EXIT_FLOOR,0.34,4719.54,4746.9114,27.3714,930.63,270.98,0.29118,0.499061,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,DATA_UNAVAILABLE,0.30,,0.3,0.3,0.29118,true,0.00882,8.21,true,true,NONE_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
36,CAMP-15,CORE,BUY,2026.04.27 04:33:00,2026.04.27 04:51:16,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,R_PROFIT_GUARANTEE_FLOOR_BREACH,0.82,4699.7,4687.73767,11.96233,980.91,348.5,0.355283,0.511607,-0.283,true,DATA_UNAVAILABLE,0.30,,0.3581249,0.358125,0.355283,true,0.002842,2.79,true,true,NONE_LOGGED,true,true,false,NONE_LOGGED,true,true,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
38,CAMP-16,CORE,BUY,2026.04.27 05:03:00,2026.04.27 05:41:01,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,SL_MOD:PRIMARY_EXIT_FLOOR,0.57,4704.5,4686.73113,17.76887,1012.83,434.34,0.428839,0.566158,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,2026.04.27 05:39:45,0.30,2026.04.27 05:40:26,0.442,0.396311,0.428839,false,0.0,0.0,true,true,NONE_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
39,CAMP-16,PYRAMID,BUY,2026.04.27 05:39:45,2026.04.27 05:41:04,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,SL_MOD:PRIMARY_EXIT_FLOOR,0.49,4712.36,4691.59927,20.76073,1017.27,2.45,0.002408,0.086702,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.04.27 05:39:45,0.30,2026.04.27 05:40:26,0.442,,0.002408,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
42,CAMP-17,CORE,BUY,2026.04.27 06:33:00,2026.04.27 06:47:07,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.36,4719.77,4690.28274,29.48726,1061.54,255.96,0.241121,0.327938,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.04.27 06:41:46,0.30,2026.04.27 06:44:00,0.382,,0.241121,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
43,CAMP-17,PYRAMID,BUY,2026.04.27 06:35:30,2026.04.27 06:47:07,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.32,4722.2,4689.79674,32.40326,1036.91,149.76,0.14443,0.223434,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.04.27 06:41:46,0.30,2026.04.27 06:44:00,0.382,,0.14443,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
46,CAMP-18,CORE,SELL,2026.04.27 12:03:00,2026.04.27 12:12:19,TREND_UP,TREND_UP,PROFIT_CLOSE,PROFIT_CLOSE,1.05,4706.78,4717.25154,10.47154,1099.51,235.2,0.213914,0.396314,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.40,,,,0.213914,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
48,CAMP-19,CORE,BUY,2026.04.27 18:33:00,2026.04.27 20:35:10,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,SL_MOD:PRIMARY_EXIT_FLOOR,0.69,4679.37,4663.1064,16.2636,1122.19,452.64,0.403355,0.403355,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,DATA_UNAVAILABLE,0.30,,0.3,0.3,0.403355,false,0.0,0.0,true,true,NONE_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
50,CAMP-20,CORE,SELL,2026.04.28 04:03:00,2026.04.28 05:03:43,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.62,4686.14,4704.92819,18.78819,1164.87,928.76,0.797309,1.042143,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,2026.04.28 04:55:22,0.30,2026.04.28 04:56:02,1.302,0.7295,0.797309,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
51,CAMP-20,PYRAMID,SELL,2026.04.28 04:53:02,2026.04.28 05:03:43,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.49,4682.05,4705.95576,23.90576,1171.38,533.61,0.455538,0.64796,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,2026.04.28 04:55:22,0.30,2026.04.28 04:56:02,1.302,0.453572,0.455538,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
52,CAMP-20,PYRAMID,SELL,2026.04.28 04:58:32,2026.04.28 05:03:43,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.33,4672.41,4707.88376,35.47376,1170.64,41.25,0.035237,0.16491,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.04.28 04:55:22,0.30,2026.04.28 04:56:02,1.302,,0.035237,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
56,CAMP-21,CORE,SELL,2026.04.29 03:33:30,2026.04.29 03:50:59,TREND_DN,GENERAL,SL_MOD:PRIMARY_EXIT_FLOOR,SL_MOD:PRIMARY_EXIT_FLOOR,1.22,4602.01,4612.77923,10.76923,1313.84,385.52,0.293429,0.417858,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,true,DATA_UNAVAILABLE,0.30,,0.3,0.3,0.293429,true,0.006571,8.63,true,true,NONE_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
58,CAMP-22,CORE,SELL,2026.04.29 04:33:30,2026.04.29 10:16:23,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.57,4586.07,4609.87616,23.80616,1356.95,270.18,0.199108,0.386034,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,0.199108,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
60,CAMP-23,CORE,SELL,2026.04.29 10:33:30,2026.04.29 10:37:31,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.95,4577.83,4592.33406,14.50406,1377.89,272.65,0.197875,0.365414,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,0.197875,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
62,CAMP-24,CORE,SELL,2026.04.30 06:03:30,2026.04.30 06:14:37,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.78,4568.56,4586.68651,18.12651,1413.87,237.12,0.16771,0.320525,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,0.16771,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
64,CAMP-25,CORE,SELL,2026.04.30 07:03:30,2026.04.30 07:31:01,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,0.65,4551.49,4573.59169,22.10169,1436.61,416.0,0.28957,0.366035,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.04.30 07:30:38,0.30,2026.04.30 07:30:46,0.464,,0.28957,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
65,CAMP-25,PYRAMID,SELL,2026.04.30 07:30:00,2026.04.30 07:31:01,TREND_DN,GENERAL,PROFIT_CLOSE,PROFIT_CLOSE,1.12,4547.2,4559.95934,12.75934,1429.04,236.32,0.16537,0.297822,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.04.30 07:30:38,0.30,2026.04.30 07:30:46,0.464,,0.16537,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
68,CAMP-26,CORE,SELL,2026.04.30 07:33:30,2026.04.30 08:32:08,TREND_DN,GENERAL,BROKER_SL,BROKER_SL,0.85,4543.15,4560.79069,17.64069,1499.46,-1507.9,-1.005629,0.114508,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,-1.005629,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
69,CAMP-26,PYRAMID,SELL,2026.04.30 07:38:31,2026.04.30 08:32:08,TREND_DN,GENERAL,BROKER_SL,BROKER_SL,0.82,4542.63,4560.89469,18.26469,1497.71,-1497.32,-0.999743,0.062963,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.30,,,,-0.999743,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
72,CAMP-27,CORE,BUY,2026.04.30 20:33:00,2026.04.30 21:01:41,TREND_UP,TREND_UP,PROFIT_CLOSE,PROFIT_CLOSE,0.79,4616.82,4601.68136,15.13864,1195.95,309.68,0.258941,0.360667,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.04.30 21:00:49,0.40,,0.4,,0.258941,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
73,CAMP-27,PYRAMID,BUY,2026.04.30 20:35:30,2026.04.30 21:01:41,TREND_UP,TREND_UP,PROFIT_CLOSE,PROFIT_CLOSE,0.7,4618.34,4601.37736,16.96264,1187.38,168.0,0.141488,0.232276,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,2026.04.30 21:00:49,0.40,,0.4,,0.141488,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,true,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE; multi-leg floor is campaign-denominated
76,CAMP-28,CORE,BUY,2026.04.30 21:03:30,2026.04.30 22:01:30,TREND_UP,TREND_UP,PROFIT_CLOSE,PROFIT_CLOSE,1.21,4622.58,4612.24371,10.33629,1250.69,217.8,0.174144,0.321198,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.40,,,,0.174144,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
78,CAMP-29,CORE,BUY,2026.05.01 01:33:33,2026.05.01 05:18:52,TREND_UP,TREND_UP,PROFIT_CLOSE,PROFIT_CLOSE,0.66,4629.67,4610.59009,19.07991,1259.27,229.68,0.182391,0.332287,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.40,,,,0.182391,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
80,CAMP-30,CORE,BUY,2026.05.01 05:33:00,2026.05.01 07:30:20,TREND_UP,TREND_UP,BROKER_SL,BROKER_SL,0.9,4629.76,4615.51609,14.24391,1281.95,-1287.0,-1.003939,0.152346,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.40,,,,-1.003939,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
82,CAMP-31,CORE,SELL,2026.05.01 10:03:30,2026.05.01 10:23:30,TREND_UP,TREND_UP,PROFIT_CLOSE,PROFIT_CLOSE,0.44,4594.95,4621.44793,26.49793,1165.91,232.76,0.199638,0.367199,DATA_UNAVAILABLE_IN_RETAINED_TELEMETRY,false,DATA_UNAVAILABLE,0.40,,,,0.199638,false,0.0,0.0,false,false,NOT_APPLICABLE_OR_NOT_LOGGED,false,false,false,NONE_LOGGED,true,NOT_PROVEN_BY_CLOSE_LOG,true,not_applicable_single_leg,PARTIAL_REPEAT_THROUGH_2026-05-22; CONFIG_INVALID_COUNTER_EXECUTE
