opportunity_id,machine,timestamp,original_direction,counter_direction,setup,reasonKey,grade,signal_price,atr,original_hit_1R,original_hit_1R_at_min,counter_mfe_R_5m,counter_mae_R_5m,counter_mfe_R_10m,counter_mae_R_10m,counter_mfe_R_15m,counter_mae_R_15m,counter_mfe_R_30m,counter_mae_R_30m,counter_mfe_R_60m,counter_mae_R_60m,counter_time_to_+0.2R_min,counter_time_to_+0.3R_min,counter_time_to_+0.5R_min,counter_time_to_-0.2R_min,counter_time_to_-0.3R_min,counter_time_to_-0.5R_min,sequence_0.2R_vs_0.2R,sequence_0.3R_vs_0.3R,sequence_0.5R_vs_0.5R,counter_max_MFE_R,counter_max_MAE_R,execution_note
MAC_20260608025513_SELL_TREND_PULLBACK,MAC,2026.06.08 02:55:13,SELL,BUY,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4343.92,5.69,N,,0.0,0.172,0.0,0.172,0.0,0.172,0.524,0.172,0.524,0.216,30,30,30,60,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.524,0.216,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608031513_SELL_TREND_PULLBACK,MAC,2026.06.08 03:15:13,SELL,BUY,TREND_PULLBACK,ANALYSIS-ONLY,A,4343.26,5.0,N,,0.492,0.0,0.648,0.0,0.648,0.0,0.648,0.032,0.648,2.172,5,5,10,60,60,60,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.648,2.172,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608033512_SELL_TREND_PULLBACK,MAC,2026.06.08 03:35:12,SELL,BUY,TREND_PULLBACK,ANTI-BIAS BLOCK,B,4348.76,5.1,N,,0.0,0.176,0.0,0.26,0.0,0.464,0.0,0.876,0.0,2.804,,,,10,15,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.804,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608035514_SELL_TREND_PULLBACK,MAC,2026.06.08 03:55:14,SELL,BUY,TREND_PULLBACK,DIR-LOCK — SELL side locked until 04,A,4341.63,5.44,N,,0.0,0.3,0.0,0.46,0.0,1.284,0.0,2.108,0.0,2.108,,,,5,5,15,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.108,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608040013_SELL_TREND_PULLBACK,MAC,2026.06.08 04:00:13,SELL,BUY,TREND_PULLBACK,BAD-LOCATION BLOCK,A,4339.3,5.21,N,,0.0,0.304,0.0,1.164,0.0,1.784,0.0,2.024,0.0,2.024,,,,5,5,10,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.024,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608040513_SELL_TREND_PULLBACK,MAC,2026.06.08 04:05:13,SELL,BUY,TREND_PULLBACK,BAD-RR TIMING BLOCK,A,4337.64,5.58,N,,0.0,0.968,0.0,1.548,0.0,1.548,0.0,1.768,0.0,1.768,,,,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,1.768,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608042012_SELL_BREAKOUT,MAC,2026.06.08 04:20:12,SELL,BUY,BREAKOUT,ANTI-BIAS BLOCK,A,4315.93,6.95,N,,0.276,0.0,0.276,0.168,0.276,0.168,0.596,0.168,0.652,0.168,5,30,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.652,0.168,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608043013_SELL_BREAKOUT,MAC,2026.06.08 04:30:13,SELL,BUY,BREAKOUT,BAD-RR TIMING BLOCK,A,4311.59,8.04,N,,0.288,0.0,0.728,0.0,0.728,0.0,0.78,0.0,0.78,0.0,5,10,10,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.78,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608043512_SELL_SQUEEZE_RELEASE,MAC,2026.06.08 04:35:12,SELL,BUY,SQUEEZE_RELEASE,BAD-LOCATION BLOCK,A,4313.0,8.96,N,,0.592,0.0,0.592,0.0,0.592,0.0,0.636,0.0,0.636,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.636,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608044500_SELL_SQUEEZE_RELEASE,MAC,2026.06.08 04:45:00,SELL,BUY,SQUEEZE_RELEASE,FAILED-IMPULSE BLOCK,A,4326.16,9.46,N,,0.0,0.096,0.0,0.1,0.048,0.1,0.048,0.508,0.048,0.508,,,,30,30,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.048,0.508,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608045001_SELL_TREND_PULLBACK,MAC,2026.06.08 04:50:01,SELL,BUY,TREND_PULLBACK,A+ TIMING DEMOTION,A,4323.51,9.49,N,,0.012,0.0,0.16,0.0,0.16,0.112,0.16,0.396,0.16,0.396,,,,30,30,,STOP_FIRST,STOP_FIRST,NEITHER_5-60m,0.16,0.396,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608045512_SELL_TREND_PULLBACK,MAC,2026.06.08 04:55:12,SELL,BUY,TREND_PULLBACK,ANTI-BIAS BLOCK,A,4323.73,9.64,N,,0.148,0.0,0.148,0.12,0.148,0.4,0.148,0.4,0.148,0.4,,,,15,15,,STOP_FIRST,STOP_FIRST,NEITHER_5-60m,0.148,0.4,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608050013_SELL_TREND_PULLBACK,MAC,2026.06.08 05:00:13,SELL,BUY,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4327.32,9.6,N,,0.0,0.552,0.0,0.552,0.0,0.552,0.0,0.552,0.0,0.672,,,,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,0.672,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608074015_SELL_TREND_PULLBACK,MAC,2026.06.08 07:40:15,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A+,4311.05,4.41,N,,0.0,0.808,0.0,2.284,0.0,2.284,0.0,2.284,0.0,2.284,,,,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.284,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608083512_SELL_ASIA_BREAKOUT,MAC,2026.06.08 08:35:12,SELL,BUY,ASIA_BREAKOUT,SMART-GUARD,A+,4285.48,6.66,Y,30,0.308,0.0,0.308,0.0,0.308,0.0,1.04,0.0,1.092,0.0,5,5,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.092,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608084012_SELL_SQUEEZE_RELEASE,MAC,2026.06.08 08:40:12,SELL,BUY,SQUEEZE_RELEASE,FAILED-IMPULSE BLOCK,A,4290.57,8.01,N,,0.0,0.216,0.0,0.216,0.076,0.216,0.612,0.216,0.652,0.216,30,30,30,5,,,STOP_FIRST,TARGET_FIRST,TARGET_FIRST,0.652,0.216,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608085012_SELL_SQUEEZE_RELEASE,MAC,2026.06.08 08:50:12,SELL,BUY,SQUEEZE_RELEASE,Trade blocked — momentum slowdown (close in opposite 30% of last,A,4286.14,8.35,N,,0.288,0.0,0.8,0.0,0.8,0.0,0.84,0.0,0.84,0.0,5,10,10,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.84,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608090000_SELL_TREND_PULLBACK,MAC,2026.06.08 09:00:00,SELL,BUY,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4292.35,9.14,N,,0.456,0.0,0.456,0.0,0.456,0.0,0.496,0.0,0.496,0.0,5,5,,,,,TARGET_FIRST,TARGET_FIRST,NEITHER_5-60m,0.496,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608090512_SELL_SQUEEZE_RELEASE,MAC,2026.06.08 09:05:12,SELL,BUY,SQUEEZE_RELEASE,A+ TIMING DEMOTION,A,4302.71,9.98,N,,0.004,0.0,0.036,0.0,0.036,0.168,0.036,0.304,0.036,0.304,,,,30,30,,STOP_FIRST,STOP_FIRST,NEITHER_5-60m,0.036,0.304,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608091000_SELL_TREND_PULLBACK,MAC,2026.06.08 09:10:00,SELL,BUY,TREND_PULLBACK,A+ TIMING DEMOTION,A,4302.96,10.16,N,,0.0,0.004,0.028,0.004,0.028,0.176,0.028,0.312,0.028,0.312,,,,30,30,,STOP_FIRST,STOP_FIRST,NEITHER_5-60m,0.028,0.312,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608091512_SELL_TREND_PULLBACK,MAC,2026.06.08 09:15:12,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A+,4303.06,10.35,N,,0.024,0.0,0.024,0.176,0.024,0.308,0.024,0.308,0.024,0.308,,,,15,15,,STOP_FIRST,STOP_FIRST,NEITHER_5-60m,0.024,0.308,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608094012_SELL_TREND_PULLBACK,MAC,2026.06.08 09:40:12,SELL,BUY,TREND_PULLBACK,ANALYSIS-ONLY,A+,4294.86,10.72,N,,0.132,0.0,0.152,0.0,0.152,0.0,0.2,0.0,0.704,0.0,30,60,60,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.704,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608094512_SELL_TREND_PULLBACK,MAC,2026.06.08 09:45:12,SELL,BUY,TREND_PULLBACK,LATE-CHASE ENTRY BLOCK,A,4298.18,9.26,N,,0.036,0.0,0.036,0.036,0.048,0.036,0.188,0.036,0.668,0.036,60,60,60,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.668,0.036,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608101512_SELL_TREND_PULLBACK,MAC,2026.06.08 10:15:12,SELL,BUY,TREND_PULLBACK,A+ TIMING DEMOTION,A,4302.44,6.68,N,,0.204,0.0,0.672,0.0,0.672,0.0,0.672,0.008,0.672,0.6,5,10,10,60,60,60,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.672,0.6,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608102012_SELL_TREND_PULLBACK,MAC,2026.06.08 10:20:12,SELL,BUY,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4305.96,6.89,N,,0.448,0.0,0.448,0.052,0.448,0.052,0.448,0.444,0.448,0.784,5,5,,30,30,60,TARGET_FIRST,TARGET_FIRST,STOP_FIRST,0.448,0.784,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608103012_SELL_TREND_PULLBACK,MAC,2026.06.08 10:30:12,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A+,4305.17,7.32,N,,0.148,0.0,0.148,0.0,0.148,0.156,0.148,0.548,0.148,0.928,,,,30,30,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.148,0.928,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608104014_SELL_TREND_PULLBACK,MAC,2026.06.08 10:40:14,SELL,BUY,TREND_PULLBACK,EPF-T4 guarded mode,A,4307.4,7.17,N,,0.0,0.508,0.0,0.58,0.0,0.684,0.0,0.836,0.0,1.096,,,,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,1.096,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608111512_SELL_TREND_PULLBACK,MAC,2026.06.08 11:15:12,SELL,BUY,TREND_PULLBACK,A+ TIMING DEMOTION,A,4292.34,6.95,N,,0.024,0.0,0.024,0.168,0.024,0.24,0.024,0.264,0.024,0.376,,,,15,60,,STOP_FIRST,STOP_FIRST,NEITHER_5-60m,0.024,0.376,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608113012_SELL_TREND_PULLBACK,MAC,2026.06.08 11:30:12,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A,4288.31,6.15,N,,0.084,0.0,0.228,0.036,0.228,0.036,0.228,0.036,0.228,0.688,10,,,60,60,60,TARGET_FIRST,STOP_FIRST,STOP_FIRST,0.228,0.688,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608113512_SELL_SQUEEZE_RELEASE,MAC,2026.06.08 11:35:12,SELL,BUY,SQUEEZE_RELEASE,BAD-LOCATION BLOCK,A,4289.49,5.86,N,,0.16,0.12,0.16,0.12,0.16,0.12,0.16,0.12,0.16,1.04,,,,60,60,60,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.16,1.04,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608115512_SELL_TREND_PULLBACK,MAC,2026.06.08 11:55:12,SELL,BUY,TREND_PULLBACK,BAD-LOCATION BLOCK,A,4288.68,5.25,N,,0.032,0.0,0.144,0.0,0.144,0.22,0.144,0.22,0.9,1.096,60,60,60,15,60,60,STOP_FIRST,SIMULTANEOUS_SAME_CHECKPOINT,SIMULTANEOUS_SAME_CHECKPOINT,0.9,1.096,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608120513_SELL_TREND_PULLBACK,MAC,2026.06.08 12:05:13,SELL,BUY,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4290.48,5.26,N,,0.0,0.356,0.0,0.356,0.0,0.356,0.172,1.232,0.764,1.232,60,60,60,5,5,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.764,1.232,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608122512_SELL_TREND_PULLBACK,MAC,2026.06.08 12:25:12,SELL,BUY,TREND_PULLBACK,A+ TIMING DEMOTION,A,4286.09,4.94,Y,30,0.0,0.676,0.0,0.956,0.54,0.956,1.168,0.956,2.332,0.956,15,15,15,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,2.332,0.956,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608123012_SELL_TREND_PULLBACK,MAC,2026.06.08 12:30:12,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A+,4277.76,5.18,Y,10,0.0,0.268,1.156,0.268,1.236,0.268,1.756,0.268,2.868,0.268,10,10,10,5,,,STOP_FIRST,TARGET_FIRST,TARGET_FIRST,2.868,0.268,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608123512_SELL_ASIA_BREAKOUT,MAC,2026.06.08 12:35:12,SELL,BUY,ASIA_BREAKOUT,SMART-GUARD,A+,4274.16,5.36,Y,5,1.384,0.0,1.464,0.0,1.964,0.0,1.964,0.0,3.04,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,3.04,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608125012_BUY_BREAKOUT,MAC,2026.06.08 12:50:12,BUY,SELL,BREAKOUT,SMART-GUARD,A,4300.6,7.0,N,,0.384,0.0,0.384,0.0,0.552,0.0,0.552,0.816,0.552,1.616,5,5,15,30,30,30,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.552,1.616,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608141543_SELL_TREND_PULLBACK,MAC,2026.06.08 14:15:43,SELL,BUY,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4315.48,6.6,N,,0.812,0.0,0.812,0.0,0.884,0.0,0.884,0.0,0.96,0.0,5,5,5,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.96,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608142512_BUY_SQUEEZE_RELEASE,MAC,2026.06.08 14:25:12,BUY,SELL,SQUEEZE_RELEASE,BAD-LOCATION BLOCK,B,4325.67,7.38,N,,0.016,0.24,0.016,0.24,0.088,0.24,0.088,0.24,0.16,0.308,,,,5,60,,STOP_FIRST,STOP_FIRST,NEITHER_5-60m,0.16,0.308,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608144000_SELL_TREND_PULLBACK,MAC,2026.06.08 14:40:00,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A,4325.41,7.95,N,,0.0,0.068,0.0,0.068,0.052,0.068,0.296,0.068,0.296,0.136,30,,,,,,TARGET_FIRST,NEITHER_5-60m,NEITHER_5-60m,0.296,0.136,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608150014_SELL_LONDON_FIX_PIN,MAC,2026.06.08 15:00:14,SELL,BUY,LONDON_FIX_PIN,EPF-T4 guarded mode,A,4327.91,7.39,N,,0.184,0.0,0.184,0.28,0.184,0.28,0.184,0.28,0.408,0.28,60,60,,10,,,STOP_FIRST,TARGET_FIRST,NEITHER_5-60m,0.408,0.28,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608152512_SELL_TREND_PULLBACK,MAC,2026.06.08 15:25:12,SELL,BUY,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4328.52,7.4,N,,0.088,0.0,0.088,0.04,0.144,0.04,0.376,0.04,0.376,0.244,30,30,,60,,,TARGET_FIRST,TARGET_FIRST,NEITHER_5-60m,0.376,0.244,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608155012_SELL_TREND_PULLBACK,MAC,2026.06.08 15:50:12,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A,4332.7,6.58,N,,0.0,0.152,0.0,0.152,0.0,0.22,0.0,0.532,0.444,0.532,60,60,,15,30,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.444,0.532,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608163512_SELL_TREND_PULLBACK,MAC,2026.06.08 16:35:12,SELL,BUY,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4333.04,6.69,N,,0.416,0.0,0.416,0.0,0.416,0.004,0.416,0.62,,,5,5,,30,30,30,TARGET_FIRST,TARGET_FIRST,STOP_FIRST,0.416,0.62,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608165012_SELL_TREND_PULLBACK,MAC,2026.06.08 16:50:12,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A,4333.12,7.57,N,,0.124,0.0,0.124,0.228,0.124,0.552,,,,,,,,10,15,15,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.124,0.552,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608201512_BUY_TREND_PULLBACK,MAC,2026.06.08 20:15:12,BUY,SELL,TREND_PULLBACK,SMART-GUARD,A,4339.68,4.33,N,,0.12,0.0,0.348,0.0,0.348,0.0,0.492,0.0,0.492,0.392,10,10,,60,60,,TARGET_FIRST,TARGET_FIRST,NEITHER_5-60m,0.492,0.392,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608202012_BUY_TREND_PULLBACK,MAC,2026.06.08 20:20:12,BUY,SELL,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4338.49,4.29,N,,0.24,0.0,0.24,0.068,0.256,0.068,0.384,0.068,0.384,0.508,5,30,,60,60,60,TARGET_FIRST,TARGET_FIRST,STOP_FIRST,0.384,0.508,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608210012_BUY_TREND_PULLBACK,MAC,2026.06.08 21:00:12,BUY,SELL,TREND_PULLBACK,LATE-CHASE ENTRY BLOCK,A,4339.53,4.32,N,,0.0,0.408,0.0,0.408,0.0,0.408,0.0,0.428,0.488,0.428,60,60,,5,5,,STOP_FIRST,STOP_FIRST,NEITHER_5-60m,0.488,0.428,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608211012_BUY_TREND_PULLBACK,MAC,2026.06.08 21:10:12,BUY,SELL,TREND_PULLBACK,BAD-RR TIMING BLOCK,A,4343.81,4.16,Y,60,0.18,0.0,0.18,0.0,0.18,0.036,0.532,0.036,1.276,0.036,30,30,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.276,0.036,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608212512_BUY_TREND_PULLBACK,MAC,2026.06.08 21:25:12,BUY,SELL,TREND_PULLBACK,SMART-GUARD,A,4344.25,3.89,Y,30,0.036,0.0,0.344,0.0,0.612,0.0,1.004,0.0,1.768,0.0,10,10,15,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.768,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608214012_BUY_TREND_PULLBACK,MAC,2026.06.08 21:40:12,BUY,SELL,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4338.38,3.7,Y,60,0.164,0.0,0.364,0.0,0.42,0.0,0.844,0.0,1.436,0.0,10,10,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.436,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608215012_BUY_TREND_PULLBACK,MAC,2026.06.08 21:50:12,BUY,SELL,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4335.09,3.33,Y,60,0.072,0.0,0.096,0.0,0.096,0.0,0.636,0.0,1.2,0.0,30,30,30,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.2,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608222512_SELL_BREAKOUT,MAC,2026.06.08 22:25:12,SELL,BUY,BREAKOUT,BAD-RR TIMING BLOCK,A,4326.97,3.47,N,,0.172,0.0,0.172,0.112,0.172,0.216,0.172,0.216,0.172,0.216,,,,15,,,STOP_FIRST,NEITHER_5-60m,NEITHER_5-60m,0.172,0.216,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608225500_BUY_TREND_PULLBACK,MAC,2026.06.08 22:55:00,BUY,SELL,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4328.67,3.21,N,,0.24,0.0,0.24,0.0,0.24,0.0,0.24,0.0,0.24,0.0,5,,,,,,TARGET_FIRST,NEITHER_5-60m,NEITHER_5-60m,0.24,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260609000054_BUY_TREND_PULLBACK,MAC,2026.06.09 00:00:54,BUY,SELL,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4326.83,3.21,N,,0.012,0.0,0.012,0.0,0.012,0.0,0.012,0.0,0.012,0.368,,,,60,60,,STOP_FIRST,STOP_FIRST,NEITHER_5-60m,0.012,0.368,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260609010122_BUY_TREND_PULLBACK,MAC,2026.06.09 01:01:22,BUY,SELL,TREND_PULLBACK,SMART-GUARD,SKIP,4330.25,3.44,N,,0.264,0.0,0.6,0.0,0.616,0.0,0.616,0.0,0.616,0.0,5,10,10,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.616,0.0,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260609014512_BUY_TREND_PULLBACK,MAC,2026.06.09 01:45:12,BUY,SELL,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4327.97,3.09,Y,60,0.112,0.0,0.112,0.068,0.112,0.068,0.18,0.068,1.808,0.068,60,60,60,,,,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,1.808,0.068,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260609023000_SELL_BREAKOUT,MAC,2026.06.09 02:30:00,SELL,BUY,BREAKOUT,SMART-GUARD,A,4320.91,2.28,N,,0.0,0.416,0.168,0.416,0.168,0.416,0.168,1.212,0.24,1.212,60,,,5,5,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.24,1.212,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
