opportunity_id,machine,timestamp,original_direction,counter_direction,setup,reasonKey,grade,signal_price,atr,original_hit_1R,original_hit_1R_at_min,counter_mfe_R_5m,counter_mae_R_5m,counter_mfe_R_10m,counter_mae_R_10m,counter_mfe_R_15m,counter_mae_R_15m,counter_mfe_R_30m,counter_mae_R_30m,counter_mfe_R_60m,counter_mae_R_60m,counter_time_to_+0.2R_min,counter_time_to_+0.3R_min,counter_time_to_+0.5R_min,counter_time_to_-0.2R_min,counter_time_to_-0.3R_min,counter_time_to_-0.5R_min,sequence_0.2R_vs_0.2R,sequence_0.3R_vs_0.3R,sequence_0.5R_vs_0.5R,counter_max_MFE_R,counter_max_MAE_R,execution_note
MAC_20260701215520_SELL_BREAKOUT,MAC,2026.07.01 21:55:20,SELL,BUY,BREAKOUT,CALENDAR,A+,4059.76,3.15,N,,0.828,0.0,0.908,0.0,0.908,0.0,0.908,0.324,0.908,2.66,5,5,5,30,30,60,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.908,2.66,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260707175516_SELL_TREND_PULLBACK,VPS,2026.07.07 17:55:16,SELL,BUY,TREND_PULLBACK,SMART-GUARD,SKIP,4143.8,2.77,N,,0.164,0.176,0.164,0.38,0.164,0.38,0.164,0.38,0.164,2.576,,,,10,10,60,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.164,2.576,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260701032628_SELL_SQUEEZE_RELEASE,MAC,2026.07.01 03:26:28,SELL,BUY,SQUEEZE_RELEASE,A+ EVIDENCE DEMOTION,A,4003.0,3.31,N,,0.092,0.036,0.092,0.268,0.092,0.804,0.092,0.968,0.092,2.576,,,,10,15,15,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.092,2.576,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260708025013_BUY_TREND_PULLBACK,MAC,2026.07.08 02:50:13,BUY,SELL,TREND_PULLBACK,SMART-GUARD,SKIP,4098.52,4.18,N,,0.048,0.236,0.048,0.324,0.048,0.324,0.048,0.692,0.048,2.56,,,,5,10,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.048,2.56,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260630220014_SELL_TREND_PULLBACK,MAC,2026.06.30 22:00:14,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A+,4029.32,2.18,N,,0.0,0.32,0.0,0.92,0.0,0.944,0.0,1.536,0.0,2.556,,,,5,5,10,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.556,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260707235015_BUY_TREND_PULLBACK,VPS,2026.07.07 23:50:15,BUY,SELL,TREND_PULLBACK,SMART-GUARD,SKIP,4098.78,4.21,N,,0.092,0.244,0.092,0.292,0.092,0.292,0.092,0.656,0.092,2.504,,,,5,30,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.092,2.504,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260619070012_SELL_ASIA_BREAKOUT,MAC,2026.06.19 07:00:12,SELL,BUY,ASIA_BREAKOUT,A+ EVIDENCE DEMOTION,A,4154.89,4.91,N,,0.0,0.876,0.0,0.876,0.0,0.876,0.0,0.944,0.0,2.496,,,,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.496,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260709080505_BUY_TREND_PULLBACK,MAC,2026.07.09 08:05:05,BUY,SELL,TREND_PULLBACK,SMART-GUARD,SKIP,4067.0,4.13,N,,0.0,0.612,0.0,0.612,0.0,0.612,0.0,0.912,0.0,2.484,,,,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.484,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260610022012_SELL_SQUEEZE_RELEASE,MAC,2026.06.10 02:20:12,SELL,BUY,SQUEEZE_RELEASE,BAD-LOCATION BLOCK,A,4232.73,6.21,N,,0.0,0.524,0.0,0.524,0.0,0.688,0.0,1.232,0.0,2.472,,,,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.472,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260619064500_SELL_SQUEEZE_RELEASE,MAC,2026.06.19 06:45:00,SELL,BUY,SQUEEZE_RELEASE,BAD-LOCATION BLOCK,A,4162.17,4.45,N,,0.0,0.276,0.0,0.292,0.0,0.648,0.0,1.62,0.0,2.452,,,,5,15,15,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.452,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260624121906_SELL_TREND_PULLBACK,MAC,2026.06.24 12:19:06,SELL,BUY,TREND_PULLBACK,A+ EVIDENCE DEMOTION,A,4078.44,4.75,N,,0.0,0.376,0.0,1.484,0.0,1.908,0.0,2.168,0.0,2.44,,,,5,5,10,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.44,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260701140517_BUY_BREAKOUT,MAC,2026.07.01 14:05:17,BUY,SELL,BREAKOUT,SMART-GUARD,A+,4007.88,4.45,N,,0.0,0.796,0.0,1.372,0.0,1.544,0.0,1.728,0.0,2.42,,,,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.42,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260610102013_SELL_TREND_PULLBACK,MAC,2026.06.10 10:20:13,SELL,BUY,TREND_PULLBACK,ANTI-BIAS BLOCK,A,4200.24,5.86,N,,0.0,0.296,0.0,0.364,0.0,0.656,0.0,1.164,0.0,2.412,,,,5,10,15,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.412,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260603012515_SELL_TREND_PULLBACK,MAC,2026.06.03 01:25:15,SELL,BUY,TREND_PULLBACK,Trade blocked — spread,A,4488.84,3.56,N,,0.112,0.008,0.112,0.028,0.3,0.028,0.3,0.324,0.3,2.388,15,15,,30,30,60,TARGET_FIRST,TARGET_FIRST,STOP_FIRST,0.3,2.388,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260610100013_SELL_TREND_PULLBACK,MAC,2026.06.10 10:00:13,SELL,BUY,TREND_PULLBACK,BAD-RR TIMING BLOCK,A,4202.35,6.27,N,,0.308,0.0,0.308,0.168,0.308,0.168,0.308,0.476,0.308,2.388,5,5,,30,30,60,TARGET_FIRST,TARGET_FIRST,STOP_FIRST,0.308,2.388,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260703025517_BUY_TREND_PULLBACK,MAC,2026.07.03 02:55:17,BUY,SELL,TREND_PULLBACK,FAILED-IMPULSE BLOCK,B,4129.19,3.79,N,,0.2,0.268,0.2,0.268,0.2,0.504,0.2,1.012,0.2,2.372,5,,,5,15,15,SIMULTANEOUS_SAME_CHECKPOINT,STOP_FIRST,STOP_FIRST,0.2,2.372,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260610012512_SELL_TREND_PULLBACK,MAC,2026.06.10 01:25:12,SELL,BUY,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4254.74,5.17,N,,0.128,0.0,0.128,0.084,0.128,0.084,0.128,1.484,0.128,2.332,,,,30,30,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.128,2.332,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260630144513_SELL_HTF_TREND_FOLLOW,MAC,2026.06.30 14:45:13,SELL,BUY,HTF_TREND_FOLLOW,NEWS_AFTERMATH [NORMAL],A,4034.87,3.49,N,,0.0,0.292,0.0,0.34,0.0,0.348,0.0,0.996,0.0,2.324,,,,5,10,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.324,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260702032035_BUY_TREND_PULLBACK,MAC,2026.07.02 03:20:35,BUY,SELL,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4041.2,4.28,N,,0.0,0.52,0.0,0.52,0.0,0.52,0.128,0.912,0.128,2.324,,,,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.128,2.324,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608074015_SELL_TREND_PULLBACK,MAC,2026.06.08 07:40:15,SELL,BUY,TREND_PULLBACK,SMART-GUARD,A+,4311.05,4.41,N,,0.0,0.808,0.0,2.284,0.0,2.284,0.0,2.284,0.0,2.284,,,,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.284,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260625153512_BUY_BREAKOUT,MAC,2026.06.25 15:35:12,BUY,SELL,BREAKOUT,SMART-GUARD,A+,3993.23,6.5,N,,0.0,0.264,0.0,0.772,0.0,1.26,0.0,2.184,0.0,2.284,,,,5,10,10,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.284,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260624152512_SELL_TREND_PULLBACK,MAC,2026.06.24 15:25:12,SELL,BUY,TREND_PULLBACK,A+ EVIDENCE DEMOTION,A,4016.29,7.83,N,,0.0,0.06,0.104,0.06,0.104,0.244,0.104,0.692,0.104,2.236,,,,15,30,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.104,2.236,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260610101513_SELL_TREND_PULLBACK,MAC,2026.06.10 10:15:13,SELL,BUY,TREND_PULLBACK,A+ TIMING DEMOTION,A,4200.5,6.39,N,,0.0,0.16,0.0,0.284,0.0,0.352,0.0,0.724,0.0,2.228,,,,10,15,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.228,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260619062012_SELL_SQUEEZE_RELEASE,MAC,2026.06.19 06:20:12,SELL,BUY,SQUEEZE_RELEASE,BAD-RR TIMING BLOCK,A,4168.58,4.39,N,,0.024,0.1,0.024,0.348,0.024,0.484,0.024,0.88,0.024,2.228,,,,10,10,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.024,2.228,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260615024513_BUY_TREND_PULLBACK,MAC,2026.06.15 02:45:13,BUY,SELL,TREND_PULLBACK,FAILED-IMPULSE BLOCK,B,4284.73,3.99,N,,0.0,0.98,0.0,1.068,0.0,1.068,0.0,1.9,0.0,2.224,,,,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.224,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260708071514_SELL_BREAKOUT,VPS,2026.07.08 07:15:14,SELL,BUY,BREAKOUT,SPREAD_TOO_WIDE,A,4118.06,3.88,N,,0.06,0.224,0.228,0.224,0.524,0.224,0.848,0.224,0.848,2.22,10,15,15,5,60,60,STOP_FIRST,TARGET_FIRST,TARGET_FIRST,0.848,2.22,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260707030017_SELL_BREAKOUT,MAC,2026.07.07 03:00:17,SELL,BUY,BREAKOUT,NEWS_ENTRY_BLOCKED_OVEREXTENDED,A,4155.42,2.19,N,,0.368,0.0,0.368,0.264,0.368,0.264,0.876,0.264,0.876,2.208,5,5,30,10,60,60,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.876,2.208,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260619065000_SELL_TREND_PULLBACK,MAC,2026.06.19 06:50:00,SELL,BUY,TREND_PULLBACK,BAD-RR TIMING BLOCK,A,4158.87,4.4,N,,0.008,0.0,0.008,0.356,0.008,1.336,0.008,1.336,0.008,2.176,,,,10,10,15,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.008,2.176,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260701034520_SELL_BREAKOUT,MAC,2026.07.01 03:45:20,SELL,BUY,BREAKOUT,A+ EVIDENCE DEMOTION,A,3996.4,3.73,N,,0.016,0.152,0.36,0.152,0.36,1.012,0.36,1.576,0.36,2.176,10,10,,15,15,15,TARGET_FIRST,TARGET_FIRST,STOP_FIRST,0.36,2.176,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608031513_SELL_TREND_PULLBACK,MAC,2026.06.08 03:15:13,SELL,BUY,TREND_PULLBACK,ANALYSIS-ONLY,A,4343.26,5.0,N,,0.492,0.0,0.648,0.0,0.648,0.0,0.648,0.032,0.648,2.172,5,5,10,60,60,60,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.648,2.172,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260630150013_SELL_HTF_TREND_FOLLOW,MAC,2026.06.30 15:00:13,SELL,BUY,HTF_TREND_FOLLOW,NEWS FILTER (high-impact event nearby),A,4033.48,3.7,N,,0.0,0.18,0.0,0.788,0.0,0.828,0.0,1.84,0.0,2.172,,,,10,10,10,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.172,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260617194713_BUY_TREND_PULLBACK,MAC,2026.06.17 19:47:13,BUY,SELL,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4358.28,3.42,N,,0.212,0.0,0.212,0.688,0.212,2.02,0.212,2.02,0.212,2.128,5,,,10,10,10,TARGET_FIRST,STOP_FIRST,STOP_FIRST,0.212,2.128,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260629164727_SELL_TREND_PULLBACK,MAC,2026.06.29 16:47:27,SELL,BUY,TREND_PULLBACK,Trade blocked — startup,B,4035.84,5.68,N,,0.0,0.324,0.0,0.324,0.0,0.772,0.0,2.124,0.0,2.124,,,,5,5,15,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.124,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260625030014_SELL_TREND_PULLBACK,MAC,2026.06.25 03:00:14,SELL,BUY,TREND_PULLBACK,FAILED-IMPULSE BLOCK,A,4010.17,5.26,N,,0.292,0.0,0.292,0.512,0.292,0.64,0.292,1.784,0.292,2.12,5,,,10,10,10,TARGET_FIRST,STOP_FIRST,STOP_FIRST,0.292,2.12,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260601000001_SELL_BREAKOUT,MAC,2026.06.01 00:00:01,SELL,BUY,BREAKOUT,B-GRADE QUALITY BLOCK,B,4545.6,3.17,N,,0.012,0.0,0.012,0.0,0.012,0.0,0.012,0.0,0.012,2.112,,,,60,60,60,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.012,2.112,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260608035514_SELL_TREND_PULLBACK,MAC,2026.06.08 03:55:14,SELL,BUY,TREND_PULLBACK,DIR-LOCK — SELL side locked until 04,A,4341.63,5.44,N,,0.0,0.3,0.0,0.46,0.0,1.284,0.0,2.108,0.0,2.108,,,,5,5,15,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.108,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
VPS_20260709113510_BUY_TREND_PULLBACK,VPS,2026.07.09 11:35:10,BUY,SELL,TREND_PULLBACK,B-GRADE QUALITY BLOCK,B,4101.73,3.83,N,,0.0,0.388,0.0,0.484,0.0,0.484,0.0,0.668,0.0,2.092,,,,5,5,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.092,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260624142513_SELL_TREND_PULLBACK,MAC,2026.06.24 14:25:13,SELL,BUY,TREND_PULLBACK,BAD-LOCATION BLOCK,A,4045.86,5.94,N,,0.0,0.14,0.364,0.14,0.364,0.14,0.484,0.14,0.484,2.072,10,10,,60,60,60,TARGET_FIRST,TARGET_FIRST,STOP_FIRST,0.484,2.072,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260708032012_BUY_TREND_PULLBACK,MAC,2026.07.08 03:20:12,BUY,SELL,TREND_PULLBACK,SMC_HARD_CONFLICT,B,4103.48,4.21,N,,0.0,0.212,0.0,0.212,0.0,0.608,0.0,2.068,0.0,2.068,,,,5,15,15,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.068,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260602074000_BUY_TREND_PULLBACK,MAC,2026.06.02 07:40:00,BUY,SELL,TREND_PULLBACK,SMART-GUARD,SKIP,4509.13,3.51,N,,0.0,0.152,0.0,0.472,0.0,0.488,0.0,0.904,0.0,2.064,,,,10,10,30,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.064,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260611010002_SELL_TREND_PULLBACK,MAC,2026.06.11 01:00:02,SELL,BUY,TREND_PULLBACK,BAD-LOCATION BLOCK,B,4066.46,5.78,N,,0.0,0.26,0.0,0.924,0.0,0.924,0.0,2.048,0.0,2.048,,,,5,10,10,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.048,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260619050647_SELL_TREND_PULLBACK,MAC,2026.06.19 05:06:47,SELL,BUY,TREND_PULLBACK,BAD-RR TIMING BLOCK,A,4185.65,3.66,N,,0.0,0.624,0.0,0.912,0.0,0.912,0.0,0.912,0.0,2.044,,,,5,5,5,STOP_FIRST,STOP_FIRST,STOP_FIRST,0.0,2.044,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260703025019_BUY_TREND_PULLBACK,MAC,2026.07.03 02:50:19,BUY,SELL,TREND_PULLBACK,NEWS_OBSERVING,B,4130.4,3.48,N,,0.356,0.0,0.356,0.152,0.356,0.152,0.356,0.96,0.356,2.044,5,5,,30,30,30,TARGET_FIRST,TARGET_FIRST,STOP_FIRST,0.356,2.044,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
MAC_20260703023420_BUY_TREND_PULLBACK,MAC,2026.07.03 02:34:20,BUY,SELL,TREND_PULLBACK,NEWS_ENTRY_BLOCKED_POOR_RR,B,4126.85,2.34,N,,0.6,0.004,0.6,0.004,0.6,0.588,0.6,0.832,0.6,2.036,5,5,5,15,15,15,TARGET_FIRST,TARGET_FIRST,TARGET_FIRST,0.6,2.036,MIRRORED from original's own advATR/favATR at same real price path; does NOT include the extra spread cost of crossing to the opposite bid/ask side at entry (see report methodology note)
